       Step     Time          Energy          fmax
LBFGS:    0 15:39:47    -4449.445517        2.156456
LBFGS:    1 15:40:01    -4449.516891        1.002349
LBFGS:    2 15:40:14    -4449.590080        0.906710
LBFGS:    3 15:40:27    -4449.644817        0.910601
LBFGS:    4 15:40:40    -4449.703638        0.893001
LBFGS:    5 15:40:53    -4449.758456        1.060505
LBFGS:    6 15:41:07    -4449.817200        1.138975
LBFGS:    7 15:41:20    -4449.920840        1.511577
LBFGS:    8 15:41:34    -4450.086567        2.108602
LBFGS:    9 15:41:47    -4450.224035        2.020655
LBFGS:   10 15:42:01    -4450.333243        1.291836
LBFGS:   11 15:42:14    -4450.414265        1.097035
LBFGS:   12 15:42:27    -4450.466577        1.354864
LBFGS:   13 15:42:40    -4450.528401        1.028238
LBFGS:   14 15:42:53    -4450.558730        0.795542
LBFGS:   15 15:43:07    -4450.590592        0.701987
LBFGS:   16 15:43:20    -4450.606687        0.485546
LBFGS:   17 15:43:33    -4450.628623        0.595627
LBFGS:   18 15:43:42    -4450.643658        0.491404
LBFGS:   19 15:43:52    -4450.664641        0.326855
LBFGS:   20 15:44:02    -4450.672106        0.162451
