       Step     Time          Energy          fmax
LBFGS:    0 15:15:29    -4450.018858        3.177980
LBFGS:    1 15:15:42    -4450.133939        1.597246
LBFGS:    2 15:15:55    -4450.232371        0.983356
LBFGS:    3 15:16:08    -4450.298842        0.931587
LBFGS:    4 15:16:22    -4450.345642        0.941516
LBFGS:    5 15:16:35    -4450.378937        0.760653
LBFGS:    6 15:16:47    -4450.405647        0.504547
LBFGS:    7 15:17:00    -4450.425800        0.486627
LBFGS:    8 15:17:12    -4450.436772        0.314587
LBFGS:    9 15:17:24    -4450.441085        0.219744
LBFGS:   10 15:17:36    -4450.443449        0.196460
