       Step     Time          Energy          fmax
LBFGS:    0 15:24:57     -132.989136        0.911621
LBFGS:    1 15:24:59     -133.002960        0.575705
LBFGS:    2 15:25:01     -133.022629        0.478304
LBFGS:    3 15:25:03     -133.029343        0.447278
LBFGS:    4 15:25:05     -133.041931        0.306716
LBFGS:    5 15:25:08     -133.048569        0.304512
LBFGS:    6 15:25:10     -133.062485        0.483787
LBFGS:    7 15:25:12     -133.074478        0.555950
LBFGS:    8 15:25:15     -133.096893        0.783438
LBFGS:    9 15:25:17     -133.139206        0.769525
LBFGS:   10 15:25:20     -133.159592        0.426376
LBFGS:   11 15:25:23     -133.164398        0.239060
LBFGS:   12 15:25:25     -133.166351        0.151176
