       Step     Time          Energy          fmax
LBFGS:    0 16:05:32     -128.078018        5.728850
LBFGS:    1 16:05:32     -128.838974        3.128947
LBFGS:    2 16:05:33     -129.632263        2.675390
LBFGS:    3 16:05:34     -130.308807        1.424290
LBFGS:    4 16:05:34     -130.809555        1.793201
LBFGS:    5 16:05:35     -131.120010        2.267823
LBFGS:    6 16:05:36     -131.437912        1.846416
LBFGS:    7 16:05:37     -131.753250        1.688272
LBFGS:    8 16:05:37     -132.041153        2.977784
LBFGS:    9 16:05:38     -132.191345        1.630830
LBFGS:   10 16:05:39     -132.357239        1.284693
LBFGS:   11 16:05:39     -132.466751        0.503540
LBFGS:   12 16:05:40     -132.475220        0.307487
LBFGS:   13 16:05:41     -132.481598        0.279413
LBFGS:   14 16:05:41     -132.493515        0.435719
LBFGS:   15 16:05:42     -132.501099        0.387269
LBFGS:   16 16:05:42     -132.512268        0.286142
LBFGS:   17 16:05:44     -132.513336        0.901196
LBFGS:   18 16:05:46     -132.527039        0.368230
LBFGS:   19 16:05:47     -132.537170        0.242413
LBFGS:   20 16:05:47     -132.541428        0.448941
LBFGS:   21 16:05:48     -132.551758        0.202518
LBFGS:   22 16:05:48     -132.553482        0.192375
