       Step     Time          Energy          fmax
LBFGS:    0 12:18:45     -152.302399        2.416346
LBFGS:    1 12:18:48     -152.414490        1.831623
LBFGS:    2 12:18:50     -152.725952        0.855165
LBFGS:    3 12:18:53     -152.781433        0.854790
LBFGS:    4 12:18:55     -152.843948        0.915424
LBFGS:    5 12:18:58     -152.964096        1.040453
LBFGS:    6 12:19:01     -153.084183        0.866374
LBFGS:    7 12:19:03     -153.137177        1.034367
LBFGS:    8 12:19:06     -153.172516        0.678816
LBFGS:    9 12:19:08     -153.210846        0.581854
LBFGS:   10 12:19:11     -153.239716        0.671310
LBFGS:   11 12:19:13     -153.270874        0.500001
LBFGS:   12 12:19:16     -153.290726        0.733713
LBFGS:   13 12:19:19     -153.301254        0.450361
LBFGS:   14 12:19:23     -153.313919        0.412855
LBFGS:   15 12:19:25     -153.326965        0.398894
LBFGS:   16 12:19:27     -153.335464        1.130347
LBFGS:   17 12:19:30     -153.363235        0.561947
LBFGS:   18 12:19:31     -153.384003        0.583672
LBFGS:   19 12:19:33     -153.398361        1.422084
LBFGS:   20 12:19:35     -153.441452        0.450559
LBFGS:   21 12:19:36     -153.453140        0.379377
LBFGS:   22 12:19:38     -153.505356        0.568359
LBFGS:   23 12:19:40     -153.541504        0.686918
LBFGS:   24 12:19:42     -153.580627        0.593901
LBFGS:   25 12:19:43     -153.636185        1.317673
LBFGS:   26 12:19:45     -153.680084        2.717439
LBFGS:   27 12:19:47     -153.767578        2.106023
LBFGS:   28 12:19:49     -153.717133        3.510925
LBFGS:   29 12:19:51     -153.844788        1.592498
LBFGS:   30 12:19:53     -153.840866        2.102978
LBFGS:   31 12:19:55     -153.923630        1.397833
LBFGS:   32 12:19:57     -153.962097        1.136475
LBFGS:   33 12:19:59     -154.049423        0.525189
LBFGS:   34 12:20:00     -154.060638        0.498392
LBFGS:   35 12:20:02     -154.067825        0.304495
LBFGS:   36 12:20:04     -154.073074        0.232037
LBFGS:   37 12:20:06     -154.080704        0.135151
