       Step     Time          Energy          fmax
LBFGS:    0 14:54:57     -127.671173        6.980783
LBFGS:    1 14:54:59     -128.660904        4.871327
LBFGS:    2 14:55:01     -129.815720        2.895646
LBFGS:    3 14:55:03     -130.394150        2.229191
LBFGS:    4 14:55:04     -130.873459        2.421506
LBFGS:    5 14:55:06     -131.265533        2.324910
LBFGS:    6 14:55:08     -131.638290        1.557811
LBFGS:    7 14:55:09     -131.865845        1.296083
LBFGS:    8 14:55:11     -132.030136        1.233583
LBFGS:    9 14:55:13     -132.202377        1.043449
LBFGS:   10 14:55:14     -132.288025        1.593031
LBFGS:   11 14:55:16     -132.382492        1.274771
LBFGS:   12 14:55:17     -132.542725        1.168607
LBFGS:   13 14:55:19     -132.653976        1.346881
LBFGS:   14 14:55:21     -132.753357        1.103287
LBFGS:   15 14:55:22     -132.795776        0.669320
LBFGS:   16 14:55:24     -132.839478        0.465254
LBFGS:   17 14:55:25     -132.860184        0.319251
LBFGS:   18 14:55:27     -132.868683        0.409695
LBFGS:   19 14:55:28     -132.879013        0.548841
LBFGS:   20 14:55:29     -132.893219        0.431492
LBFGS:   21 14:55:31     -132.905304        0.425744
LBFGS:   22 14:55:32     -132.912170        0.325928
LBFGS:   23 14:55:33     -132.919159        0.327491
LBFGS:   24 14:55:35     -132.930634        0.386288
LBFGS:   25 14:55:36     -132.941849        0.426834
LBFGS:   26 14:55:38     -132.949982        0.463821
LBFGS:   27 14:55:39     -132.963028        0.378620
LBFGS:   28 14:55:40     -132.969711        0.511014
LBFGS:   29 14:55:42     -132.976501        0.485462
LBFGS:   30 14:55:44     -132.984238        0.419130
LBFGS:   31 14:55:45     -132.988754        0.162732
