       Step     Time          Energy          fmax
LBFGS:    0 14:28:00    -4450.306660        2.820117
LBFGS:    1 14:28:13    -4450.385352        0.834101
LBFGS:    2 14:28:25    -4450.414671        0.934945
LBFGS:    3 14:28:38    -4450.487317        0.792364
LBFGS:    4 14:28:50    -4450.526696        0.806424
LBFGS:    5 14:29:02    -4450.572893        0.809809
LBFGS:    6 14:29:14    -4450.620813        0.716957
LBFGS:    7 14:29:27    -4450.666356        0.799622
LBFGS:    8 14:29:39    -4450.695251        0.640408
LBFGS:    9 14:29:50    -4450.709947        0.347139
LBFGS:   10 14:30:02    -4450.715032        0.233006
LBFGS:   11 14:30:14    -4450.717556        0.194768
