       Step     Time          Energy          fmax
LBFGS:    0 11:55:32     -153.431076        2.042197
LBFGS:    1 11:55:34     -153.479660        0.849205
LBFGS:    2 11:55:37     -153.529617        1.165518
LBFGS:    3 11:55:39     -153.652374        1.866186
LBFGS:    4 11:55:41     -153.703613        1.385776
LBFGS:    5 11:55:43     -153.782623        0.647562
LBFGS:    6 11:55:45     -153.811249        0.697292
LBFGS:    7 11:55:48     -153.848450        0.615442
LBFGS:    8 11:55:50     -153.880020        0.499073
LBFGS:    9 11:55:52     -153.889725        0.307767
LBFGS:   10 11:55:55     -153.895737        0.168108
