       Step     Time          Energy          fmax
LBFGS:    0 12:14:00     -153.363953        1.801152
LBFGS:    1 12:14:02     -153.392303        0.704515
LBFGS:    2 12:14:05     -153.401276        0.592209
LBFGS:    3 12:14:07     -153.413574        0.245525
LBFGS:    4 12:14:09     -153.418060        0.271612
LBFGS:    5 12:14:12     -153.423752        0.293991
LBFGS:    6 12:14:14     -153.320129        1.695901
LBFGS:    7 12:14:16     -153.441757        0.256299
LBFGS:    8 12:14:19     -153.447174        0.309467
LBFGS:    9 12:14:21     -153.465073        0.467772
LBFGS:   10 12:14:23     -153.483780        0.637647
LBFGS:   11 12:14:25     -153.561768        1.072026
LBFGS:   12 12:14:27     -153.653320        1.263488
LBFGS:   13 12:14:30     -153.720444        1.327900
LBFGS:   14 12:14:32     -153.815399        0.948635
LBFGS:   15 12:14:34     -153.884872        0.881385
LBFGS:   16 12:14:37     -153.920349        0.781722
LBFGS:   17 12:14:40     -153.956329        0.633320
LBFGS:   18 12:14:42     -153.994995        0.508406
LBFGS:   19 12:14:44     -154.015808        0.442747
LBFGS:   20 12:14:47     -154.025406        0.497881
LBFGS:   21 12:14:49     -154.033279        0.426156
LBFGS:   22 12:14:52     -154.044235        0.479110
LBFGS:   23 12:14:54     -154.057312        0.523324
LBFGS:   24 12:14:57     -154.078857        0.698955
LBFGS:   25 12:14:59     -154.092606        0.480593
LBFGS:   26 12:15:01     -154.106491        0.433093
LBFGS:   27 12:15:03     -154.117142        0.533046
LBFGS:   28 12:15:05     -154.150970        0.992031
LBFGS:   29 12:15:07     -154.165741        1.262873
LBFGS:   30 12:15:09     -154.194000        0.998452
LBFGS:   31 12:15:12     -154.217102        1.003751
LBFGS:   32 12:15:14     -154.232819        0.808742
LBFGS:   33 12:15:16     -154.249725        0.480141
LBFGS:   34 12:15:19     -154.258087        0.454298
LBFGS:   35 12:15:20     -154.286499        0.854348
LBFGS:   36 12:15:22     -154.260071        0.554577
LBFGS:   37 12:15:24     -154.223953        0.614972
LBFGS:   38 12:15:25     -154.260284        0.426502
LBFGS:   39 12:15:26     -154.285294        0.573915
LBFGS:   40 12:15:27     -154.255630        0.695406
LBFGS:   41 12:15:28     -154.285522        0.575543
LBFGS:   42 12:15:30     -154.237320        1.616994
LBFGS:   43 12:15:30     -154.275436        0.610397
LBFGS:   44 12:15:31     -154.262512        0.658304
LBFGS:   45 12:15:33     -154.231033        0.995312
LBFGS:   46 12:15:34     -154.254120        0.376125
LBFGS:   47 12:15:35     -154.240402        0.414582
LBFGS:   48 12:15:36     -154.269516        0.423219
LBFGS:   49 12:15:37     -154.304291        0.899268
LBFGS:   50 12:15:38     -154.268326        0.655136
LBFGS:   51 12:15:39     -154.238541        0.550492
LBFGS:   52 12:15:40     -154.268982        0.427109
LBFGS:   53 12:15:41     -154.308411        0.732488
LBFGS:   54 12:15:42     -154.271515        0.484663
LBFGS:   55 12:15:43     -154.241898        0.518120
LBFGS:   56 12:15:44     -154.271378        0.434894
LBFGS:   57 12:15:46     -154.309662        0.706436
LBFGS:   58 12:15:47     -154.272095        0.446716
LBFGS:   59 12:15:48     -154.242294        0.512414
LBFGS:   60 12:15:49     -154.272110        0.428050
LBFGS:   61 12:15:50     -154.310287        0.688896
LBFGS:   62 12:15:51     -154.272430        0.431332
LBFGS:   63 12:15:52     -154.242508        0.506641
LBFGS:   64 12:15:53     -154.272552        0.420249
LBFGS:   65 12:15:54     -154.310806        0.678769
LBFGS:   66 12:15:55     -154.272705        0.419829
LBFGS:   67 12:15:56     -154.242630        0.499834
LBFGS:   68 12:15:57     -154.272842        0.411337
LBFGS:   69 12:15:58     -154.311188        0.671238
LBFGS:   70 12:15:59     -154.272949        0.411708
LBFGS:   71 12:16:00     -154.242783        0.495887
LBFGS:   72 12:16:01     -154.273087        0.404327
LBFGS:   73 12:16:02     -154.311478        0.665828
LBFGS:   74 12:16:03     -154.273163        0.405474
LBFGS:   75 12:16:04     -154.242874        0.493502
LBFGS:   76 12:16:05     -154.273254        0.399533
LBFGS:   77 12:16:06     -154.311722        0.661717
LBFGS:   78 12:16:07     -154.273315        0.400531
LBFGS:   79 12:16:08     -154.242981        0.491516
LBFGS:   80 12:16:09     -154.273407        0.395776
LBFGS:   81 12:16:10     -154.311920        0.657697
LBFGS:   82 12:16:11     -154.273453        0.396707
LBFGS:   83 12:16:12     -154.243042        0.489514
LBFGS:   84 12:16:13     -154.273529        0.392614
LBFGS:   85 12:16:14     -154.312073        0.653045
LBFGS:   86 12:16:15     -154.273544        0.393463
LBFGS:   87 12:16:16     -154.243103        0.487171
LBFGS:   88 12:16:17     -154.273605        0.389933
LBFGS:   89 12:16:18     -154.312210        0.647774
LBFGS:   90 12:16:19     -154.273636        0.390328
LBFGS:   91 12:16:20     -154.243164        0.484039
LBFGS:   92 12:16:21     -154.273697        0.387008
LBFGS:   93 12:16:22     -154.312317        0.642408
LBFGS:   94 12:16:24     -154.273712        0.387163
LBFGS:   95 12:16:25     -154.243210        0.480431
LBFGS:   96 12:16:26     -154.273773        0.383925
LBFGS:   97 12:16:27     -154.312439        0.637750
LBFGS:   98 12:16:28     -154.273773        0.383872
LBFGS:   99 12:16:29     -154.243240        0.476571
LBFGS:  100 12:16:30     -154.273865        0.380842
