       Step     Time          Energy          fmax
LBFGS:    0 12:19:08     -152.309128        2.305402
LBFGS:    1 12:19:10     -152.417786        1.802657
LBFGS:    2 12:19:13     -152.740479        0.811965
LBFGS:    3 12:19:15     -152.785660        0.845281
LBFGS:    4 12:19:18     -152.881226        0.989943
LBFGS:    5 12:19:20     -152.984863        0.973618
LBFGS:    6 12:19:23     -153.111435        0.866422
LBFGS:    7 12:19:25     -153.149292        0.805280
LBFGS:    8 12:19:28     -153.188416        0.606985
LBFGS:    9 12:19:30     -153.221359        0.623371
LBFGS:   10 12:19:31     -153.255310        0.673069
LBFGS:   11 12:19:33     -153.283096        0.416933
LBFGS:   12 12:19:35     -153.292114        0.476289
LBFGS:   13 12:19:37     -153.301727        0.418819
LBFGS:   14 12:19:38     -153.313187        0.353623
LBFGS:   15 12:19:40     -153.326523        0.393544
LBFGS:   16 12:19:42     -153.308594        1.403006
LBFGS:   17 12:19:43     -153.365906        0.571293
LBFGS:   18 12:19:45     -153.378937        0.555113
LBFGS:   19 12:19:46     -153.423996        0.671049
LBFGS:   20 12:19:48     -153.445938        0.736225
LBFGS:   21 12:19:50     -153.465103        0.556998
LBFGS:   22 12:19:51     -153.499847        0.567277
LBFGS:   23 12:19:53     -153.537704        0.540077
LBFGS:   24 12:19:55     -153.582840        0.637983
LBFGS:   25 12:19:56     -153.639099        0.893451
LBFGS:   26 12:19:58     -153.701340        1.433160
LBFGS:   27 12:19:59     -153.864578        1.374523
LBFGS:   28 12:20:01     -153.931488        1.685645
LBFGS:   29 12:20:03     -154.008545        0.746778
LBFGS:   30 12:20:04     -154.021164        0.601483
LBFGS:   31 12:20:06     -154.039963        0.463937
LBFGS:   32 12:20:07     -154.056915        0.310037
LBFGS:   33 12:20:10     -154.067169        0.364252
LBFGS:   34 12:20:11     -154.072266        0.184835
