       Step     Time          Energy          fmax
LBFGS:    0 12:11:34     -153.445816        2.390126
LBFGS:    1 12:11:37     -153.516479        0.850267
LBFGS:    2 12:11:39     -153.549103        1.290026
LBFGS:    3 12:11:42     -153.655334        1.423369
LBFGS:    4 12:11:44     -153.735214        1.252627
LBFGS:    5 12:11:47     -153.807877        0.854421
LBFGS:    6 12:11:49     -153.872375        0.805490
LBFGS:    7 12:11:51     -153.955536        1.308809
LBFGS:    8 12:11:53     -153.986053        1.094178
LBFGS:    9 12:11:56     -154.036942        0.723628
LBFGS:   10 12:11:58     -154.048157        0.509130
LBFGS:   11 12:12:00     -154.064911        0.416467
LBFGS:   12 12:12:02     -154.072144        0.287519
LBFGS:   13 12:12:05     -154.076935        0.234313
LBFGS:   14 12:12:07     -154.085739        0.286073
LBFGS:   15 12:12:09     -154.094528        0.479717
LBFGS:   16 12:12:10     -154.104324        0.497685
LBFGS:   17 12:12:12     -154.109802        1.090004
LBFGS:   18 12:12:14     -154.138840        1.057648
LBFGS:   19 12:12:16     -154.161011        0.666112
LBFGS:   20 12:12:19     -154.196411        0.363713
LBFGS:   21 12:12:21     -154.219650        0.484937
LBFGS:   22 12:12:23     -154.235886        0.570883
LBFGS:   23 12:12:24     -154.247650        0.517157
LBFGS:   24 12:12:26     -154.280807        0.657063
LBFGS:   25 12:12:27     -154.302185        1.006521
LBFGS:   26 12:12:29     -154.289001        0.684272
LBFGS:   27 12:12:30     -154.295456        0.901553
LBFGS:   28 12:12:32     -154.290588        0.811897
LBFGS:   29 12:12:34     -154.304230        0.983437
LBFGS:   30 12:12:36     -154.316254        0.979921
LBFGS:   31 12:12:38     -154.339279        1.366927
LBFGS:   32 12:12:40     -154.349747        1.449623
LBFGS:   33 12:12:42     -154.381287        1.311521
LBFGS:   34 12:12:43     -154.444885        0.630158
LBFGS:   35 12:12:43     -154.455597        0.151505
