       Step     Time          Energy          fmax
LBFGS:    0 15:58:12    -4449.118852        3.335482
LBFGS:    1 15:58:26    -4449.273229        1.448802
LBFGS:    2 15:58:39    -4449.414942        1.275071
LBFGS:    3 15:58:53    -4449.546483        1.246602
LBFGS:    4 15:59:07    -4449.651450        1.061664
LBFGS:    5 15:59:20    -4449.713079        0.943976
LBFGS:    6 15:59:34    -4449.769454        0.868880
LBFGS:    7 15:59:47    -4449.820874        0.855634
LBFGS:    8 15:59:59    -4449.889237        1.103917
LBFGS:    9 16:00:12    -4449.940858        0.944417
LBFGS:   10 16:00:25    -4449.980223        0.779983
LBFGS:   11 16:00:37    -4450.021503        0.907367
LBFGS:   12 16:00:50    -4450.079191        1.123558
LBFGS:   13 16:01:03    -4450.147258        1.188637
LBFGS:   14 16:01:18    -4450.212853        0.908798
LBFGS:   15 16:01:29    -4450.287414        0.949161
LBFGS:   16 16:01:38    -4450.359233        1.030042
LBFGS:   17 16:01:49    -4450.433806        0.811678
LBFGS:   18 16:01:58    -4450.468112        0.647242
LBFGS:   19 16:02:06    -4450.487227        0.463858
LBFGS:   20 16:02:13    -4450.487861        1.055285
LBFGS:   21 16:02:19    -4450.512845        0.460618
LBFGS:   22 16:02:26    -4450.521310        0.354338
LBFGS:   23 16:02:32    -4450.550189        0.223714
LBFGS:   24 16:02:39    -4450.563019        0.586073
LBFGS:   25 16:02:46    -4450.579793        0.601766
LBFGS:   26 16:02:53    -4450.617104        0.872592
LBFGS:   27 16:03:00    -4450.657554        1.466246
LBFGS:   28 16:03:07    -4450.752519        1.422240
LBFGS:   29 16:03:14    -4450.833393        0.739190
LBFGS:   30 16:03:22    -4450.830511        1.631804
LBFGS:   31 16:03:29    -4450.916989        0.675904
LBFGS:   32 16:03:37    -4450.931193        0.246636
LBFGS:   33 16:03:44    -4450.936176        0.199570
