       Step     Time          Energy          fmax
LBFGS:    0 15:33:55     -133.081177        1.500545
LBFGS:    1 15:33:58     -133.105515        0.623486
LBFGS:    2 15:34:00     -133.118607        0.539598
LBFGS:    3 15:34:02     -133.131195        0.477680
LBFGS:    4 15:34:05     -133.137253        0.413423
LBFGS:    5 15:34:07     -133.152008        0.315808
LBFGS:    6 15:34:10     -133.156708        0.324612
LBFGS:    7 15:34:12     -133.176285        0.455870
LBFGS:    8 15:34:14     -133.200043        0.474248
LBFGS:    9 15:34:16     -133.218277        0.422164
LBFGS:   10 15:34:18     -133.225037        0.193544
