       Step     Time          Energy          fmax
LBFGS:    0 12:13:09     -151.536697        1.663729
LBFGS:    1 12:13:13     -151.567932        0.300391
LBFGS:    2 12:13:17     -151.570953        0.307993
LBFGS:    3 12:13:19     -151.583252        0.355664
LBFGS:    4 12:13:23     -151.589050        0.390183
LBFGS:    5 12:13:26     -151.610062        0.508495
LBFGS:    6 12:13:28     -151.625748        0.527727
LBFGS:    7 12:13:31     -151.645523        0.530277
LBFGS:    8 12:13:34     -151.667648        0.730810
LBFGS:    9 12:13:37     -151.716614        0.991310
LBFGS:   10 12:13:40     -151.780197        1.059972
LBFGS:   11 12:13:42     -151.851837        0.933742
LBFGS:   12 12:13:45     -151.904907        0.662601
LBFGS:   13 12:13:48     -151.931458        0.475281
LBFGS:   14 12:13:51     -151.952744        0.627033
LBFGS:   15 12:13:54     -151.975571        0.572639
LBFGS:   16 12:13:57     -151.993698        0.332288
LBFGS:   17 12:13:59     -152.000031        0.125413
