       Step     Time          Energy          fmax
LBFGS:    0 12:21:42     -153.626953        1.494581
LBFGS:    1 12:21:45     -153.653122        0.389253
LBFGS:    2 12:21:47     -153.659790        0.375699
LBFGS:    3 12:21:49     -153.670868        0.318559
LBFGS:    4 12:21:51     -153.680740        0.404388
LBFGS:    5 12:21:53     -153.686829        0.404343
LBFGS:    6 12:21:56     -153.692245        0.324317
LBFGS:    7 12:21:58     -153.697205        0.276350
LBFGS:    8 12:22:00     -153.700089        0.288624
LBFGS:    9 12:22:02     -153.721436        0.278893
LBFGS:   10 12:22:04     -153.724335        0.221613
LBFGS:   11 12:22:07     -153.727142        0.178589
