       Step     Time          Energy          fmax
LBFGS:    0 12:21:06     -151.456390        2.449826
LBFGS:    1 12:21:10     -151.515076        0.973740
LBFGS:    2 12:21:13     -151.545074        0.899668
LBFGS:    3 12:21:16     -151.568176        0.385625
LBFGS:    4 12:21:19     -151.576935        0.338522
LBFGS:    5 12:21:22     -151.583542        0.260287
LBFGS:    6 12:21:25     -151.587982        0.249237
LBFGS:    7 12:21:27     -151.593292        0.293046
LBFGS:    8 12:21:30     -151.601074        0.358188
LBFGS:    9 12:21:33     -151.611481        0.381516
LBFGS:   10 12:21:36     -151.621826        0.280007
LBFGS:   11 12:21:39     -151.627365        0.100986
