       Step     Time          Energy          fmax
LBFGS:    0 12:10:46     -151.939514        0.471333
LBFGS:    1 12:10:50     -151.944855        0.272454
LBFGS:    2 12:10:53     -151.949448        0.354267
LBFGS:    3 12:10:56     -151.958679        0.596314
LBFGS:    4 12:10:59     -151.971222        0.653241
LBFGS:    5 12:11:02     -151.980377        0.393366
LBFGS:    6 12:11:04     -151.989105        0.329765
LBFGS:    7 12:11:07     -152.000381        0.464469
LBFGS:    8 12:11:10     -152.017319        0.803746
LBFGS:    9 12:11:13     -152.043030        0.927175
LBFGS:   10 12:11:15     -152.062424        0.538163
LBFGS:   11 12:11:18     -152.070190        0.243598
LBFGS:   12 12:11:21     -152.072998        0.243065
LBFGS:   13 12:11:24     -152.075714        0.369675
LBFGS:   14 12:11:27     -152.079620        0.378022
LBFGS:   15 12:11:29     -152.082138        0.207668
LBFGS:   16 12:11:32     -152.083008        0.067267
