       Step     Time          Energy          fmax
LBFGS:    0 15:49:41    -4450.610904        1.434715
LBFGS:    1 15:49:54    -4450.649558        0.759338
LBFGS:    2 15:50:08    -4450.684734        0.662286
LBFGS:    3 15:50:21    -4450.711766        0.634171
LBFGS:    4 15:50:34    -4450.729334        0.541802
LBFGS:    5 15:50:47    -4450.750928        0.554486
LBFGS:    6 15:51:00    -4450.778879        0.730703
LBFGS:    7 15:51:14    -4450.818373        0.779369
LBFGS:    8 15:51:27    -4450.849053        0.424650
LBFGS:    9 15:51:40    -4450.855103        0.178682
