       Step     Time          Energy          fmax
LBFGS:    0 12:18:17     -145.742157       12.607828
LBFGS:    1 12:18:19     -147.435593        7.448353
LBFGS:    2 12:18:22     -149.228409        4.643318
LBFGS:    3 12:18:24     -150.529770        3.880066
LBFGS:    4 12:18:27     -151.292160        4.020369
LBFGS:    5 12:18:29     -152.323868        1.187464
LBFGS:    6 12:18:31     -152.790344        1.293634
LBFGS:    7 12:18:34     -152.970871        1.127253
LBFGS:    8 12:18:36     -153.055389        1.270357
LBFGS:    9 12:18:38     -153.301788        1.188366
LBFGS:   10 12:18:41     -153.439926        1.165716
LBFGS:   11 12:18:44     -153.508698        0.873097
LBFGS:   12 12:18:46     -153.540085        0.630330
LBFGS:   13 12:18:49     -153.563416        0.551390
LBFGS:   14 12:18:51     -153.598251        0.718554
LBFGS:   15 12:18:53     -153.622192        0.608692
LBFGS:   16 12:18:56     -153.633591        0.492159
LBFGS:   17 12:18:58     -153.645050        0.318230
LBFGS:   18 12:19:00     -153.649002        0.332169
LBFGS:   19 12:19:03     -153.656723        0.334069
LBFGS:   20 12:19:05     -153.664917        0.379138
LBFGS:   21 12:19:08     -153.675201        0.322914
LBFGS:   22 12:19:10     -153.685455        0.337964
LBFGS:   23 12:19:13     -153.696701        0.470801
LBFGS:   24 12:19:15     -153.708664        0.433781
LBFGS:   25 12:19:17     -153.717285        0.569967
LBFGS:   26 12:19:20     -153.725296        0.431223
LBFGS:   27 12:19:23     -153.729858        0.258803
LBFGS:   28 12:19:25     -153.731750        0.169070
