       Step     Time          Energy          fmax
LBFGS:    0 12:00:27     -153.756500        1.386363
LBFGS:    1 12:00:30     -153.781006        0.599832
LBFGS:    2 12:00:32     -153.805649        0.884019
LBFGS:    3 12:00:35     -153.852341        1.239609
LBFGS:    4 12:00:37     -153.892654        0.912983
LBFGS:    5 12:00:40     -153.950455        0.825547
LBFGS:    6 12:00:42     -154.001755        0.826765
LBFGS:    7 12:00:44     -154.100510        1.581290
LBFGS:    8 12:00:46     -154.157669        1.475740
LBFGS:    9 12:00:49     -154.245132        0.548407
LBFGS:   10 12:00:51     -154.253616        0.221472
LBFGS:   11 12:00:53     -154.255508        0.204273
LBFGS:   12 12:00:55     -154.259079        0.212564
LBFGS:   13 12:00:57     -154.261475        0.176546
