       Step     Time          Energy          fmax
LBFGS:    0 11:59:49     -143.692032        8.854618
LBFGS:    1 11:59:53     -145.725693        3.931057
LBFGS:    2 11:59:56     -146.599731        5.366256
LBFGS:    3 11:59:59     -147.728851        3.169156
LBFGS:    4 12:00:02     -148.533508        2.992875
LBFGS:    5 12:00:05     -149.236160        2.031252
LBFGS:    6 12:00:08     -149.688049        1.902542
LBFGS:    7 12:00:11     -149.991379        1.978000
LBFGS:    8 12:00:14     -150.238632        1.856995
LBFGS:    9 12:00:16     -150.507126        1.370716
LBFGS:   10 12:00:19     -150.628632        1.217230
LBFGS:   11 12:00:22     -150.665207        0.593584
LBFGS:   12 12:00:25     -150.683060        0.487447
LBFGS:   13 12:00:28     -150.696732        0.526520
LBFGS:   14 12:00:31     -150.714218        0.692259
LBFGS:   15 12:00:33     -150.727890        0.625966
LBFGS:   16 12:00:36     -150.741653        0.371938
LBFGS:   17 12:00:39     -150.750702        0.337931
LBFGS:   18 12:00:42     -150.757767        0.247718
LBFGS:   19 12:00:45     -150.763763        0.249584
LBFGS:   20 12:00:48     -150.770569        0.316128
LBFGS:   21 12:00:51     -150.780334        0.473082
LBFGS:   22 12:00:53     -150.800293        0.688787
LBFGS:   23 12:00:56     -150.814743        0.611553
LBFGS:   24 12:00:59     -150.836365        0.428739
LBFGS:   25 12:01:02     -150.846710        0.274419
LBFGS:   26 12:01:04     -150.848801        0.226931
LBFGS:   27 12:01:06     -150.853577        0.181339
