       Step     Time          Energy          fmax
LBFGS:    0 11:54:47     -143.754791       15.551688
LBFGS:    1 11:54:51     -145.902359        5.965629
LBFGS:    2 11:54:55     -147.514435        3.707796
LBFGS:    3 11:54:57     -148.623260        3.032669
LBFGS:    4 11:55:00     -149.385681        3.036263
LBFGS:    5 11:55:03     -149.790680        2.415699
LBFGS:    6 11:55:06     -150.140732        2.056903
LBFGS:    7 11:55:09     -150.285522        1.407548
LBFGS:    8 11:55:12     -150.491211        1.138219
LBFGS:    9 11:55:15     -150.536209        1.084833
LBFGS:   10 11:55:18     -150.605194        0.854282
LBFGS:   11 11:55:21     -150.638596        0.817572
LBFGS:   12 11:55:24     -150.684479        0.857914
LBFGS:   13 11:55:26     -150.723694        0.793099
LBFGS:   14 11:55:29     -150.755569        0.582232
LBFGS:   15 11:55:32     -150.774857        0.448513
LBFGS:   16 11:55:35     -150.784225        0.209376
LBFGS:   17 11:55:38     -150.786972        0.182834
