       Step     Time          Energy          fmax
LBFGS:    0 12:22:14     -153.572678        1.669615
LBFGS:    1 12:22:15     -153.629623        0.942323
LBFGS:    2 12:22:16     -153.665283        0.605402
LBFGS:    3 12:22:17     -153.708374        0.577211
LBFGS:    4 12:22:18     -153.738510        0.614545
LBFGS:    5 12:22:19     -153.750809        0.517379
LBFGS:    6 12:22:20     -153.777054        0.587570
LBFGS:    7 12:22:21     -153.788605        0.398752
LBFGS:    8 12:22:22     -153.804596        0.542041
LBFGS:    9 12:22:23     -153.820007        0.553093
LBFGS:   10 12:22:24     -153.841751        0.563567
LBFGS:   11 12:22:26     -153.856598        0.478454
LBFGS:   12 12:22:27     -153.873322        0.523907
LBFGS:   13 12:22:28     -153.888260        0.585900
LBFGS:   14 12:22:29     -153.917053        0.525312
LBFGS:   15 12:22:30     -153.943024        0.636105
LBFGS:   16 12:22:31     -153.960052        0.507585
LBFGS:   17 12:22:32     -153.980713        1.000158
LBFGS:   18 12:22:33     -153.999084        0.887340
LBFGS:   19 12:22:34     -154.014679        0.626561
LBFGS:   20 12:22:35     -154.050049        0.396462
LBFGS:   21 12:22:36     -154.058105        0.253392
LBFGS:   22 12:22:37     -154.063583        0.179388
