       Step     Time          Energy          fmax
LBFGS:    0 11:59:48     -149.201126        8.374226
LBFGS:    1 11:59:53     -150.050934        3.703339
LBFGS:    2 11:59:56     -150.643585        1.928689
LBFGS:    3 11:59:59     -150.988403        1.141499
LBFGS:    4 12:00:02     -151.073273        1.064081
LBFGS:    5 12:00:05     -151.154099        1.018999
LBFGS:    6 12:00:08     -151.227875        0.896475
LBFGS:    7 12:00:11     -151.301407        0.603092
LBFGS:    8 12:00:14     -151.354248        0.681497
LBFGS:    9 12:00:17     -151.386948        0.854586
LBFGS:   10 12:00:19     -151.413986        0.975315
LBFGS:   11 12:00:22     -151.461029        1.041174
LBFGS:   12 12:00:25     -151.575150        1.572996
LBFGS:   13 12:00:28     -151.671677        1.837112
LBFGS:   14 12:00:31     -151.775513        1.526679
LBFGS:   15 12:00:34     -151.865433        1.014627
LBFGS:   16 12:00:37     -151.913681        1.003498
LBFGS:   17 12:00:39     -151.967209        0.850208
LBFGS:   18 12:00:42     -152.029449        0.584654
LBFGS:   19 12:00:45     -152.070145        0.412404
LBFGS:   20 12:00:48     -152.075500        0.665194
LBFGS:   21 12:00:51     -152.090897        0.407192
LBFGS:   22 12:00:54     -152.098587        0.335745
LBFGS:   23 12:00:56     -152.106873        0.266667
LBFGS:   24 12:00:59     -152.110336        0.292604
LBFGS:   25 12:01:02     -152.119232        0.214651
LBFGS:   26 12:01:04     -152.121933        0.195635
