       Step     Time          Energy          fmax
LBFGS:    0 15:31:09    -4449.941227        1.374782
LBFGS:    1 15:31:23    -4449.985508        1.167086
LBFGS:    2 15:31:36    -4450.046680        0.742442
LBFGS:    3 15:31:50    -4450.069581        0.637357
LBFGS:    4 15:32:03    -4450.096142        0.536628
LBFGS:    5 15:32:16    -4450.119809        0.620710
LBFGS:    6 15:32:30    -4450.153621        0.887344
LBFGS:    7 15:32:44    -4450.214151        1.325078
LBFGS:    8 15:32:57    -4450.296689        1.720797
LBFGS:    9 15:33:11    -4450.379513        1.857243
LBFGS:   10 15:33:25    -4450.515654        1.381519
LBFGS:   11 15:33:39    -4450.616534        0.668386
LBFGS:   12 15:33:53    -4450.630286        1.110325
LBFGS:   13 15:34:07    -4450.658258        0.739071
LBFGS:   14 15:34:20    -4450.687034        0.363632
LBFGS:   15 15:34:31    -4450.711696        0.420009
LBFGS:   16 15:34:41    -4450.724993        0.507410
LBFGS:   17 15:34:51    -4450.734582        0.569602
LBFGS:   18 15:35:01    -4450.751709        0.410338
LBFGS:   19 15:35:11    -4450.758767        0.272272
LBFGS:   20 15:35:20    -4450.760888        0.199628
