       Step     Time          Energy          fmax
LBFGS:    0 15:36:15     -132.595932        1.309328
LBFGS:    1 15:36:17     -132.631958        1.089214
LBFGS:    2 15:36:19     -132.688583        0.649393
LBFGS:    3 15:36:21     -132.700302        0.554068
LBFGS:    4 15:36:23     -132.721512        0.483587
LBFGS:    5 15:36:24     -132.746399        0.501496
LBFGS:    6 15:36:25     -132.763260        0.525355
LBFGS:    7 15:36:27     -132.777374        0.591543
LBFGS:    8 15:36:29     -132.862976        1.043353
LBFGS:    9 15:36:31     -132.907288        2.132301
LBFGS:   10 15:36:32     -132.964462        1.314433
LBFGS:   11 15:36:34     -133.013000        0.394221
LBFGS:   12 15:36:36     -133.027069        0.408437
LBFGS:   13 15:36:38     -133.035355        0.356333
LBFGS:   14 15:36:40     -133.048828        0.416551
LBFGS:   15 15:36:41     -133.061478        0.494833
LBFGS:   16 15:36:43     -133.070007        0.345858
LBFGS:   17 15:36:45     -133.077133        0.412785
LBFGS:   18 15:36:47     -133.084091        0.446391
LBFGS:   19 15:36:48     -133.105011        0.807916
LBFGS:   20 15:36:50     -133.114059        0.513220
LBFGS:   21 15:36:52     -133.125916        0.464740
LBFGS:   22 15:36:54     -133.129150        0.328251
LBFGS:   23 15:36:56     -133.133423        0.206735
LBFGS:   24 15:36:57     -133.138916        0.217780
LBFGS:   25 15:36:59     -133.140686        0.120981
