       Step     Time          Energy          fmax
LBFGS:    0 14:34:50    -4450.075835        1.416787
LBFGS:    1 14:35:02    -4450.102109        0.441654
LBFGS:    2 14:35:14    -4450.114776        0.559433
LBFGS:    3 14:35:27    -4450.142124        0.663190
LBFGS:    4 14:35:39    -4450.163491        0.569677
LBFGS:    5 14:35:51    -4450.175660        0.354460
LBFGS:    6 14:36:03    -4450.183509        0.339154
LBFGS:    7 14:36:15    -4450.194571        0.486168
LBFGS:    8 14:36:26    -4450.207930        0.573184
LBFGS:    9 14:36:37    -4450.221045        0.463437
LBFGS:   10 14:36:47    -4450.231873        0.331011
LBFGS:   11 14:36:56    -4450.242267        0.401009
LBFGS:   12 14:37:02    -4450.258491        0.627810
LBFGS:   13 14:37:09    -4450.298335        0.858621
LBFGS:   14 14:37:16    -4450.347466        0.485011
LBFGS:   15 14:37:22    -4450.347562        0.957408
LBFGS:   16 14:37:29    -4450.362208        0.182915
