       Step     Time          Energy          fmax
LBFGS:    0 15:39:51    -4449.986115        1.696216
LBFGS:    1 15:40:05    -4450.029501        0.857559
LBFGS:    2 15:40:18    -4450.059616        0.570360
LBFGS:    3 15:40:31    -4450.085722        0.543191
LBFGS:    4 15:40:44    -4450.101492        0.537243
LBFGS:    5 15:40:57    -4450.117979        0.647448
LBFGS:    6 15:41:11    -4450.138270        0.687059
LBFGS:    7 15:41:24    -4450.180107        1.078167
LBFGS:    8 15:41:38    -4450.249659        1.621233
LBFGS:    9 15:41:51    -4450.313986        1.633366
LBFGS:   10 15:42:05    -4450.359160        0.878407
LBFGS:   11 15:42:18    -4450.381479        0.784645
LBFGS:   12 15:42:31    -4450.401171        0.646751
LBFGS:   13 15:42:46    -4450.447949        0.722213
LBFGS:   14 15:42:59    -4450.498342        0.719833
LBFGS:   15 15:43:12    -4450.534202        0.784483
LBFGS:   16 15:43:26    -4450.581520        0.861366
LBFGS:   17 15:43:37    -4450.614879        0.879864
LBFGS:   18 15:43:46    -4450.648770        0.677366
LBFGS:   19 15:43:56    -4450.676571        0.459413
LBFGS:   20 15:44:06    -4450.689512        0.194759
