       Step     Time          Energy          fmax
LBFGS:    0 15:39:52    -4450.590086        1.620959
LBFGS:    1 15:40:05    -4450.630402        0.834100
LBFGS:    2 15:40:18    -4450.668521        0.718122
LBFGS:    3 15:40:31    -4450.689065        0.529588
LBFGS:    4 15:40:44    -4450.705558        0.471423
LBFGS:    5 15:40:57    -4450.725319        0.569564
LBFGS:    6 15:41:10    -4450.751788        0.735528
LBFGS:    7 15:41:23    -4450.793248        0.948565
LBFGS:    8 15:41:37    -4450.841134        0.804218
LBFGS:    9 15:41:50    -4450.865282        0.361142
LBFGS:   10 15:42:03    -4450.870421        0.127936
