       Step     Time          Energy          fmax
LBFGS:    0 14:34:50    -4449.532928        2.220663
LBFGS:    1 14:35:02    -4449.593466        0.728626
LBFGS:    2 14:35:15    -4449.637970        0.964439
LBFGS:    3 14:35:27    -4449.711808        1.002256
LBFGS:    4 14:35:39    -4449.764493        0.931402
LBFGS:    5 14:35:52    -4449.795638        0.667419
LBFGS:    6 14:36:04    -4449.823967        0.619077
LBFGS:    7 14:36:16    -4449.864291        0.891451
LBFGS:    8 14:36:29    -4449.922374        1.275403
LBFGS:    9 14:36:40    -4449.974937        0.983490
LBFGS:   10 14:36:49    -4450.011373        0.735249
LBFGS:   11 14:36:57    -4450.045335        0.832600
LBFGS:   12 14:37:04    -4450.092284        1.087755
LBFGS:   13 14:37:11    -4450.174554        1.373222
LBFGS:   14 14:37:18    -4450.228266        1.062732
LBFGS:   15 14:37:24    -4450.275101        0.628431
LBFGS:   16 14:37:31    -4450.302819        0.485016
LBFGS:   17 14:37:37    -4450.320289        0.474097
LBFGS:   18 14:37:44    -4450.334965        0.479612
LBFGS:   19 14:37:49    -4450.341398        0.277498
LBFGS:   20 14:37:56    -4450.346991        0.332253
LBFGS:   21 14:38:02    -4450.351922        0.219592
LBFGS:   22 14:38:08    -4450.357968        0.261854
LBFGS:   23 14:38:16    -4450.364199        0.180977
