       Step     Time          Energy          fmax
LBFGS:    0 12:19:45     -135.672577       15.595590
LBFGS:    1 12:19:46     -137.132690        7.349165
LBFGS:    2 12:19:49     -140.893173       22.185305
LBFGS:    3 12:19:51     -141.731110       25.589663
LBFGS:    4 12:19:53     -143.588257        5.225415
LBFGS:    5 12:19:54     -144.309631       16.214437
LBFGS:    6 12:19:56     -144.894958        3.595271
LBFGS:    7 12:19:58     -145.491699        7.270907
LBFGS:    8 12:20:00     -145.854675        4.051334
LBFGS:    9 12:20:01     -146.176910        2.610046
LBFGS:   10 12:20:03     -146.373520        4.301871
LBFGS:   11 12:20:05     -146.432587        5.814394
LBFGS:   12 12:20:07     -146.503448        1.704132
LBFGS:   13 12:20:08     -146.602661        2.242506
LBFGS:   14 12:20:10     -145.979828       26.771793
LBFGS:   15 12:20:11     -146.694092        4.500714
LBFGS:   16 12:20:13     -146.740891        2.822460
LBFGS:   17 12:20:13     -146.797333        5.819456
LBFGS:   18 12:20:14     -146.831436        1.888476
LBFGS:   19 12:20:15     -146.871750        0.798761
LBFGS:   20 12:20:15     -146.885422        1.735362
LBFGS:   21 12:20:16     -146.920486        0.537260
LBFGS:   22 12:20:17     -146.928879        0.915670
LBFGS:   23 12:20:17     -146.939941        1.208332
LBFGS:   24 12:20:18     -146.955368        1.066912
LBFGS:   25 12:20:18     -146.976486        0.887012
LBFGS:   26 12:20:19     -146.995087        1.180515
LBFGS:   27 12:20:20     -147.015839        0.572508
LBFGS:   28 12:20:20     -147.026108        1.570371
LBFGS:   29 12:20:21     -147.032257        0.294280
LBFGS:   30 12:20:22     -147.034653        0.899969
LBFGS:   31 12:20:22     -147.038422        0.771161
LBFGS:   32 12:20:23     -146.990952        2.483719
LBFGS:   33 12:20:23     -147.048355        1.412905
LBFGS:   34 12:20:24     -147.052597        0.300779
LBFGS:   35 12:20:24     -147.056824        0.339386
LBFGS:   36 12:20:25     -147.040192        2.650068
LBFGS:   37 12:20:26     -147.068237        1.596846
LBFGS:   38 12:20:26     -147.071091        1.450810
LBFGS:   39 12:20:27     -147.077118        1.225800
LBFGS:   40 12:20:28     -147.081253        0.597075
LBFGS:   41 12:20:28     -147.084702        0.269285
LBFGS:   42 12:20:29     -147.090912        1.457546
LBFGS:   43 12:20:30     -147.093246        0.702481
LBFGS:   44 12:20:30     -147.095047        0.361770
LBFGS:   45 12:20:31     -147.097382        0.318170
LBFGS:   46 12:20:32     -147.099915        0.253012
LBFGS:   47 12:20:32     -147.106491        0.234794
LBFGS:   48 12:20:33     -147.108826        0.657529
LBFGS:   49 12:20:33     -147.111435        0.584996
LBFGS:   50 12:20:34     -147.115097        0.418241
LBFGS:   51 12:20:35     -147.118149        0.336036
LBFGS:   52 12:20:35     -147.120331        0.208156
LBFGS:   53 12:20:36     -147.121368        0.257641
LBFGS:   54 12:20:36     -147.123123        0.433702
LBFGS:   55 12:20:37     -147.123993        0.504409
LBFGS:   56 12:20:37     -147.124725        0.349750
LBFGS:   57 12:20:38     -147.125443        0.345379
LBFGS:   58 12:20:38     -147.126343        0.409933
LBFGS:   59 12:20:39     -147.126877        0.229564
LBFGS:   60 12:20:40     -147.128876        0.258946
LBFGS:   61 12:20:40     -147.129364        0.137736
