       Step     Time          Energy          fmax
LBFGS:    0 12:16:57     -111.406570       53.192287
LBFGS:    1 12:17:02     -119.904160       93.536697
LBFGS:    2 12:17:05     -130.181549       19.950117
LBFGS:    3 12:17:08     -133.361496       18.473234
LBFGS:    4 12:17:11     -137.468369       20.206932
LBFGS:    5 12:17:14     -140.886490       16.551962
LBFGS:    6 12:17:16     -143.588440       14.715972
LBFGS:    7 12:17:19     -145.128876        6.652491
LBFGS:    8 12:17:22     -145.990036        5.767478
LBFGS:    9 12:17:25     -147.326096        5.689146
LBFGS:   10 12:17:28     -148.222076        1.946327
LBFGS:   11 12:17:31     -148.340225        2.927132
LBFGS:   12 12:17:34     -148.499695        2.111506
LBFGS:   13 12:17:37     -148.560196        1.047479
LBFGS:   14 12:17:40     -148.615891        1.017599
LBFGS:   15 12:17:42     -148.658905        1.800041
LBFGS:   16 12:17:45     -148.704742        1.949377
LBFGS:   17 12:17:48     -148.768997        1.301400
LBFGS:   18 12:17:51     -148.828384        1.160100
LBFGS:   19 12:17:54     -148.882339        1.365406
LBFGS:   20 12:17:57     -148.973694        0.948940
LBFGS:   21 12:18:00     -149.017242        0.391140
LBFGS:   22 12:18:02     -149.023560        0.392492
LBFGS:   23 12:18:05     -149.036301        0.412492
LBFGS:   24 12:18:08     -149.046494        0.457445
LBFGS:   25 12:18:11     -149.060852        0.575996
LBFGS:   26 12:18:14     -149.078262        0.947173
LBFGS:   27 12:18:17     -149.110397        1.408322
LBFGS:   28 12:18:19     -149.168289        1.704664
LBFGS:   29 12:18:22     -149.215668        1.179636
LBFGS:   30 12:18:25     -149.235352        0.680885
LBFGS:   31 12:18:28     -149.246750        0.456225
LBFGS:   32 12:18:31     -149.259781        0.496346
LBFGS:   33 12:18:34     -149.277405        0.604915
LBFGS:   34 12:18:37     -149.297836        1.117032
LBFGS:   35 12:18:39     -149.321243        0.969632
LBFGS:   36 12:18:42     -149.356445        1.090615
LBFGS:   37 12:18:45     -149.403656        1.194945
LBFGS:   38 12:18:48     -149.450089        1.112162
LBFGS:   39 12:18:51     -149.483047        1.057185
LBFGS:   40 12:18:54     -149.494385        1.028728
LBFGS:   41 12:18:57     -149.515472        1.039380
LBFGS:   42 12:19:00     -149.520706        1.060399
LBFGS:   43 12:19:03     -149.532013        1.036770
LBFGS:   44 12:19:05     -149.555969        0.978375
LBFGS:   45 12:19:08     -149.578720        0.968154
LBFGS:   46 12:19:11     -149.636597        0.906941
LBFGS:   47 12:19:14     -149.667511        0.854629
LBFGS:   48 12:19:17     -149.707672        0.782846
LBFGS:   49 12:19:20     -149.730850        0.766765
LBFGS:   50 12:19:23     -149.752411        0.724278
LBFGS:   51 12:19:26     -149.790146        0.625252
LBFGS:   52 12:19:29     -149.811905        0.619643
LBFGS:   53 12:19:31     -149.853226        0.825195
LBFGS:   54 12:19:34     -149.862839        0.700255
LBFGS:   55 12:19:36     -149.873550        0.323908
LBFGS:   56 12:19:38     -149.878036        0.238652
LBFGS:   57 12:19:40     -149.883636        0.202880
LBFGS:   58 12:19:42     -149.889847        0.158467
