       Step     Time          Energy          fmax
LBFGS:    0 11:59:48     -145.261932       16.059368
LBFGS:    1 11:59:53     -146.105713       12.309675
LBFGS:    2 11:59:56     -147.576874        3.576471
LBFGS:    3 11:59:59     -148.500214        2.669689
LBFGS:    4 12:00:02     -149.301941        3.694167
LBFGS:    5 12:00:05     -149.750275        3.305138
LBFGS:    6 12:00:08     -150.072525        3.062064
LBFGS:    7 12:00:10     -150.230850        2.850720
LBFGS:    8 12:00:13     -150.405777        1.099812
LBFGS:    9 12:00:16     -150.446625        1.051728
LBFGS:   10 12:00:19     -150.488663        1.211585
LBFGS:   11 12:00:22     -150.538574        0.890754
LBFGS:   12 12:00:25     -150.573517        0.731061
LBFGS:   13 12:00:27     -150.599335        0.603881
LBFGS:   14 12:00:30     -150.625519        0.663063
LBFGS:   15 12:00:33     -150.663452        1.120441
LBFGS:   16 12:00:36     -150.779556        2.270337
LBFGS:   17 12:00:39     -150.838989        1.873343
LBFGS:   18 12:00:41     -150.940918        1.773340
LBFGS:   19 12:00:44     -151.068542        1.255602
LBFGS:   20 12:00:47     -151.160873        0.632847
LBFGS:   21 12:00:50     -151.190643        0.372349
LBFGS:   22 12:00:53     -151.200119        0.462528
LBFGS:   23 12:00:55     -151.212494        0.484155
LBFGS:   24 12:00:58     -151.249405        0.735668
LBFGS:   25 12:01:01     -151.292496        0.864178
LBFGS:   26 12:01:03     -151.340744        0.969454
LBFGS:   27 12:01:05     -151.424225        1.607223
LBFGS:   28 12:01:08     -151.567352        2.692819
LBFGS:   29 12:01:10     -151.707855        2.330267
LBFGS:   30 12:01:12     -151.767624        1.663699
LBFGS:   31 12:01:14     -151.857346        1.071029
LBFGS:   32 12:01:16     -151.904236        0.960739
LBFGS:   33 12:01:18     -152.010757        1.295156
LBFGS:   34 12:01:20     -152.053177        1.267494
LBFGS:   35 12:01:22     -152.092224        0.799187
LBFGS:   36 12:01:24     -152.105255        0.482717
LBFGS:   37 12:01:26     -152.117752        0.414403
LBFGS:   38 12:01:29     -152.133545        0.415496
LBFGS:   39 12:01:31     -152.146271        0.295106
LBFGS:   40 12:01:33     -152.152313        0.136844
