       Step     Time          Energy          fmax
LBFGS:    0 11:57:02     -150.907089        7.915034
LBFGS:    1 11:57:06     -151.448990        3.003949
LBFGS:    2 11:57:09     -151.729416        1.736705
LBFGS:    3 11:57:12     -151.863556        0.705164
LBFGS:    4 11:57:15     -151.899780        0.664152
LBFGS:    5 11:57:17     -151.932693        0.527617
LBFGS:    6 11:57:20     -151.960449        0.674315
LBFGS:    7 11:57:23     -151.986954        0.659816
LBFGS:    8 11:57:26     -152.012939        0.574948
LBFGS:    9 11:57:29     -152.028839        0.331843
LBFGS:   10 11:57:32     -152.033981        0.256280
LBFGS:   11 11:57:34     -152.039658        0.258396
LBFGS:   12 11:57:37     -152.046326        0.276110
LBFGS:   13 11:57:40     -152.049988        0.225768
LBFGS:   14 11:57:43     -152.051834        0.134195
