       Step     Time          Energy          fmax
LBFGS:    0 12:11:56     -153.963074        1.468384
LBFGS:    1 12:11:59     -153.998795        0.924980
LBFGS:    2 12:12:01     -154.051727        0.937054
LBFGS:    3 12:12:04     -154.100403        1.022337
LBFGS:    4 12:12:07     -154.129471        0.963329
LBFGS:    5 12:12:08     -154.207916        0.732783
LBFGS:    6 12:12:10     -154.224503        0.515279
LBFGS:    7 12:12:12     -154.255066        0.537429
LBFGS:    8 12:12:14     -154.278091        0.891635
LBFGS:    9 12:12:15     -154.294052        0.616412
LBFGS:   10 12:12:17     -154.306183        0.302901
LBFGS:   11 12:12:19     -154.311035        0.301235
LBFGS:   12 12:12:20     -154.315643        0.424216
LBFGS:   13 12:12:22     -154.335144        0.644551
LBFGS:   14 12:12:24     -154.352966        0.734776
LBFGS:   15 12:12:26     -154.363434        0.480310
LBFGS:   16 12:12:28     -154.380508        0.363632
LBFGS:   17 12:12:30     -154.391815        0.634981
LBFGS:   18 12:12:31     -154.407928        0.772679
LBFGS:   19 12:12:32     -154.429108        0.319616
LBFGS:   20 12:12:34     -154.437927        0.347419
LBFGS:   21 12:12:36     -154.440918        0.265725
LBFGS:   22 12:12:38     -154.443665        0.157221
