       Step     Time          Energy          fmax
LBFGS:    0 11:55:55     -153.542175        2.132149
LBFGS:    1 11:55:58     -153.607956        1.101016
LBFGS:    2 11:56:00     -153.657181        0.647299
LBFGS:    3 11:56:02     -153.690750        0.582944
LBFGS:    4 11:56:03     -153.706665        0.504062
LBFGS:    5 11:56:05     -153.727280        0.596334
LBFGS:    6 11:56:07     -153.743225        0.525451
LBFGS:    7 11:56:09     -153.791031        0.519614
LBFGS:    8 11:56:11     -153.806824        0.484513
LBFGS:    9 11:56:12     -153.837585        0.483474
LBFGS:   10 11:56:14     -153.862930        0.592922
LBFGS:   11 11:56:15     -153.886612        0.909130
LBFGS:   12 11:56:17     -153.911682        0.814347
LBFGS:   13 11:56:20     -153.980408        0.494188
LBFGS:   14 11:56:21     -153.992859        0.518052
LBFGS:   15 11:56:23     -154.007278        0.379593
LBFGS:   16 11:56:25     -154.017258        0.389182
LBFGS:   17 11:56:26     -154.040161        0.729391
LBFGS:   18 11:56:28     -154.055481        0.497725
LBFGS:   19 11:56:30     -154.062729        0.233773
LBFGS:   20 11:56:32     -154.066666        0.215794
LBFGS:   21 11:56:34     -154.069366        0.266837
LBFGS:   22 11:56:35     -154.072678        0.207078
LBFGS:   23 11:56:36     -154.076569        0.165015
