       Step     Time          Energy          fmax
LBFGS:    0 14:28:01    -4450.134294        1.903778
LBFGS:    1 14:28:13    -4450.192909        1.168150
LBFGS:    2 14:28:25    -4450.244298        0.815402
LBFGS:    3 14:28:37    -4450.272896        0.550934
LBFGS:    4 14:28:49    -4450.290871        0.486049
LBFGS:    5 14:29:00    -4450.303284        0.451389
LBFGS:    6 14:29:12    -4450.327274        0.792692
LBFGS:    7 14:29:24    -4450.352098        0.869381
LBFGS:    8 14:29:36    -4450.375045        0.627245
LBFGS:    9 14:29:48    -4450.393234        0.536650
LBFGS:   10 14:30:00    -4450.412031        0.488922
LBFGS:   11 14:30:11    -4450.434696        0.574338
LBFGS:   12 14:30:23    -4450.456497        0.538728
LBFGS:   13 14:30:35    -4450.469991        0.486708
LBFGS:   14 14:30:46    -4450.481414        0.431803
LBFGS:   15 14:30:58    -4450.495637        0.570004
LBFGS:   16 14:31:09    -4450.512057        0.761094
LBFGS:   17 14:31:21    -4450.528441        0.725691
LBFGS:   18 14:31:32    -4450.541973        0.453065
LBFGS:   19 14:31:40    -4450.550156        0.176843
