       Step     Time          Energy          fmax
LBFGS:    0 12:21:06     -151.456406        2.449825
LBFGS:    1 12:21:10     -151.515076        0.973740
LBFGS:    2 12:21:13     -151.545074        0.899669
LBFGS:    3 12:21:16     -151.568176        0.385628
LBFGS:    4 12:21:19     -151.576935        0.338516
LBFGS:    5 12:21:21     -151.583542        0.260290
LBFGS:    6 12:21:24     -151.587982        0.249236
LBFGS:    7 12:21:27     -151.593292        0.293051
LBFGS:    8 12:21:30     -151.601074        0.358184
LBFGS:    9 12:21:32     -151.611481        0.381495
LBFGS:   10 12:21:35     -151.621811        0.279987
LBFGS:   11 12:21:38     -151.627365        0.101019
